1e+10	1e+10	1e+10	1e+10	1e+10	313	402	554	355	468	467	366	236	594	0	242	347	496	427	222	672	696	240	631	619	544	264	244	600	451	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	520	307	609	688	318	475	304	639	588	365	0	519	244	435	240	511	599	691	441	346	475	510	522	609	312	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	254	450	229	530	233	479	676	365	655	515	201	0	244	324	480	652	306	508	324	410	291	376	277	467	210	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	548	480	636	230	579	676	532	407	688	686	276	530	0	495	438	301	364	548	445	589	481	257	264	644	630	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	312	561	529	393	403	280	293	562	639	292	483	245	538	0	478	546	241	269	255	326	669	347	316	391	634	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	378	252	476	268	440	235	342	537	558	262	610	521	516	524	0	418	605	398	224	549	646	552	332	481	220	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	408	269	523	485	574	278	401	689	391	402	660	301	678	369	420	0	674	501	432	216	507	502	223	523	535	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	303	259	477	450	230	648	481	518	582	634	303	292	241	679	386	204	0	329	489	413	452	626	340	684	690	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	332	456	351	453	250	498	396	359	444	468	471	409	287	633	436	344	340	0	488	301	545	410	512	527	240	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	543	499	441	487	296	642	343	628	700	306	310	639	424	309	570	302	648	420	0	466	516	572	548	255	559	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	317	544	632	520	489	409	359	379	352	379	259	320	451	508	426	283	363	270	210	0	439	675	452	390	281	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	239	484	638	258	330	401	227	209	363	325	202	466	367	460	530	516	512	380	426	663	0	526	325	484	459	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	262	298	605	606	629	375	630	512	347	700	243	460	266	635	261	342	678	249	654	625	304	0	215	467	219	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	318	315	253	395	664	539	347	301	336	379	398	692	429	328	388	621	285	625	238	302	389	635	0	374	675	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	235	511	600	446	261	495	240	431	334	529	676	634	238	315	394	404	478	546	561	355	579	272	436	0	447	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	665	376	650	308	340	485	236	551	278	586	415	226	376	611	528	334	418	656	265	578	337	318	241	433	0	0	0	0	0	0
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0	1e+10
1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	1e+10	0
